Experiment Accession	Experiment Title	Organism Name	Instrument	Submitter	Study Accession	Study Title	Sample Accession	Sample Title	Total Size, Mb	Total RUNs	Total Spots	Total Bases	Library Name	Library Strategy	Library Source	Library Selection	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibraryLayout	InsertSize	InsertDev	Platform	BioProject	Study_Pubmed_id	ProjectID	BioSample	SampleType	TaxID	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	+access	+submission_date	+publication_date	+last_update	altitude	env_feature	collection_date	sample number	sample_type	env_biome	lat_lon	geo_loc_name	isolation source	host	env_material
SRX3492794	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776395		6531.25	1	48964013	13328539456	xinexpo71_I12	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399653	2018-09-20 00:09:40	2017-12-21 05:33:49	48964013	13328539456	48964013	272	6531	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/399/SRR6399653.sralite.1	xinexpo71_I12	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216182	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	1FFFA2FE88E19C2AC077919A92B454DF	ED175816C8EB9B1D9413A272927BDD6B	public	2017-12-20T15:50:16.440	2018-09-20T00:00:00.000	2021-02-28T05:15:16.785	76	air filter	2016-04-06	492	RNA	air filter	40.24783815 N 75.58747128 W	USA:pennsylvania,Pottstown	missing	missing	air
SRX3492795	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776399		6922.12	1	51374669	14102366803	xinexpo76_I5	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399652	2018-09-20 00:09:41	2017-12-20 22:49:15	51374669	14102366803	51374669	274	6922	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399652.sralite.1	xinexpo76_I5	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216181	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	B61A9B027BD8C9F511C59BC04EAF146E	19A1768A91FE53EFD078FAC599C9AFC3	public	2017-12-20T15:50:16.426	2018-09-20T00:00:00.000	2021-02-28T05:15:16.764	3	air filter	2016-04-01	491	RNA	air filter	42.3625 N 71.087421 W	USA:massachusetts,Cambridge	missing	missing	air
SRX3493181	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776781		8731.72	1	63095955	18568800870	xinexpo32_I6	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399833	2018-09-20 00:09:50	2017-12-21 00:24:20	63095955	18568800870	63095955	294	8731	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399833.sralite.1	xinexpo32_I6	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216180	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	3EE927EF83D371544977AE2744D4E040	B84F06D8DEBDBCFBE06625DD91DC0CAE	public	2017-12-20T15:50:16.410	2018-09-20T00:00:00.000	2021-02-28T05:15:16.742	28	air filter	2016-04-03	490	RNA	air filter	37.8136276 S 144.9630576 E	Australia:NA,Melbourne	missing	missing	air
SRX3493180	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776782		5488.75	1	39722793	11017416763	xinexpo71_I6	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399834	2018-09-20 00:09:50	2017-12-21 01:49:47	39722793	11017416763	39722793	277	5488	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399834.sralite.1	xinexpo71_I6	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216179	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	A623C93353D27E82991D2BBB7CFD73F8	7A7AFAE22C6569FDF1E1B5A24CFA0680	public	2017-12-20T15:50:16.396	2018-09-20T00:00:00.000	2021-02-28T05:15:16.720	16	air filter	2016-03-29	489	RNA	air filter	38.535476 N 121.74619 W	USA:california,San Francisco	missing	missing	air
SRX3493177	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776778		4059.2	1	28600967	8023355159	xinexpo71_I5	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399837	2018-09-20 00:09:50	2017-12-21 01:48:28	28600967	8023355159	28600967	280	4059	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399837.sralite.1	xinexpo71_I5	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216178	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	4A55292A92D0C0A5E281C9E3C7228C65	96C719F743BED4C0B4B134673C08F61E	public	2017-12-20T15:50:16.383	2018-09-20T00:00:00.000	2021-02-28T05:15:16.692	51	air filter	2016-03-26	488	RNA	air filter	37.40988969 N 122.1593497 W	USA:california,Palo Alto	missing	missing	air
SRX3493176	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776776		8221.64	1	64737561	18748834502	xinexpo52_I6	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399838	2018-09-20 00:09:50	2017-12-21 00:39:31	64737561	18748834502	64737561	289	8221	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/399/SRR6399838.sralite.1	xinexpo52_I6	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216177	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	F11615CBFCB3F9097CD22B62D4EF942B	A9A3E6A262132507E7FE35B313FCC0F6	public	2017-12-20T15:50:16.370	2018-09-20T00:00:00.000	2021-02-28T05:15:16.671	14	air filter	2016-03-29	487	RNA	air filter	37.5629917 N 122.3255254 W	USA:california,San Mateo	missing	missing	air
SRX3493179	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776780		4979.11	1	38342992	9987804988	xinexpo62_I15	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399835	2018-09-20 00:09:50	2017-12-21 01:59:01	38342992	9987804988	38342992	260	4979	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399835.sralite.1	xinexpo62_I15	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216176	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	8FBF0C7BD3D2D7ECD1A5A8155CBAEABC	0C2E9A80C221FBF7D73FC26C961D576C	public	2017-12-20T15:50:16.356	2018-09-20T00:00:00.000	2021-02-28T05:15:16.650	271	air filter	2016-03-20	486	RNA	air filter	42.684997 N 84.430224 W	USA:michigan,Okemos	missing	missing	air
SRX3493178	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776779		4773	1	33146384	8947093731	xinexpo70_I15	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399836	2018-09-20 00:09:50	2017-12-21 01:46:47	33146384	8947093731	33146384	269	4773	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399836.sralite.1	xinexpo70_I15	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216175	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	E19ED10F7B1932FE64A398D1D3B14FEE	588874F0A5EB9BE19A5C1CA4A9235E79	public	2017-12-20T15:50:16.340	2018-09-20T00:00:00.000	2021-02-28T05:15:16.629	51	air filter	2016-03-18	485	RNA	air filter	37.40988969 N 122.1593497 W	USA:california,Palo Alto	missing	missing	air
SRX3493173	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776775		5762.86	1	40074762	11004106094	xinexpo70_I12	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399841	2018-09-20 00:09:50	2017-12-21 02:04:50	40074762	11004106094	40074762	274	5762	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399841.sralite.1	xinexpo70_I12	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216174	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	3382E70D495CDAE6D18477B750F1AD87	C17C4CE326B19E687E2EC416750B46D7	public	2017-12-20T15:50:16.326	2018-09-20T00:00:00.000	2021-02-28T05:15:16.608	6	air filter	2016-03-16	484	RNA	air filter	42.345926 N 71.043346 W	USA:massachusetts,Boston	missing	missing	air
SRX3493172	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776773		7782.05	1	53771784	15230315401	xinexpo75_I5	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399842	2018-09-20 00:09:50	2017-12-21 00:29:32	53771784	15230315401	53771784	283	7782	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399842.sralite.1	xinexpo75_I5	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216173	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	576E6DFAB1774363F9140324F40BCF9B	FBFF47A748723AEC22CBD6BDBC436439	public	2017-12-20T15:50:16.313	2018-09-20T00:00:00.000	2021-02-28T05:15:16.587	6	air filter	2016-03-17	483	RNA	air filter	37.4852152 N 122.2363548 W	USA:california,Redwood City	missing	missing	air
SRX3493175	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776777		4572.58	1	31274080	8936670113	xinexpo62_I12	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399839	2018-09-20 00:09:50	2017-12-21 01:43:17	31274080	8936670113	31274080	285	4572	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399839.sralite.1	xinexpo62_I12	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216172	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	B7797A4A412FC8E5F8C576E0DEE48497	04950BC8891E54BEFC9B72E7CB50B3FE	public	2017-12-20T15:50:16.300	2018-09-20T00:00:00.000	2021-02-28T05:15:16.567	51	air filter	2016-03-12	482	RNA	air filter	37.40988969 N 122.1593497 W	USA:california,Palo Alto	missing	missing	air
SRX3493174	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776774		8477.71	1	62884428	18187843177	xinexpo56_I15	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399840	2018-09-20 00:09:50	2017-12-21 00:37:56	62884428	18187843177	62884428	289	8477	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399840.sralite.1	xinexpo56_I15	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216171	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	8F77F274C5AB226BD8D35AC3CB3838D9	4BDB220F1256E0E9E4BA86F5659715D8	public	2017-12-20T15:50:16.283	2018-09-20T00:00:00.000	2021-02-28T05:15:16.546	6	air filter	2016-03-10	481	RNA	air filter	37.4852152 N 122.2363548 W	USA:california,Redwood City	missing	missing	air
SRX3493170	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776772		9048.22	1	63147254	17686447463	xinexpo75_I15	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399844	2018-09-20 00:09:50	2017-12-21 08:08:15	63147254	17686447463	63147254	280	9048	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399844.sralite.1	xinexpo75_I15	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216170	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	3C61689A841C3F37F6CEEC6279D36501	9F873D7342B728F1E0868F7CB1694117	public	2017-12-20T15:50:16.270	2018-09-20T00:00:00.000	2021-02-28T05:15:16.524	51	air filter	2016-03-09	480	RNA	air filter	37.40988969 N 122.1593497 W	USA:california,Palo Alto	missing	missing	air
SRX3493171	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776768		5361.31	1	43849046	12935953821	xinexpo10_I15	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399843	2018-09-20 00:09:50	2017-12-21 02:19:51	43849046	12935953821	43849046	295	5361	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399843.sralite.1	xinexpo10_I15	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216169	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	24CD638A916713122182FB49BA3F94D6	F8065FC15C1AACA67EAC15669D3716B5	public	2017-12-20T15:50:16.253	2018-09-20T00:00:00.000	2021-02-28T05:15:16.497	51	air filter	2016-03-08	479	RNA	air filter	37.40988969 N 122.1593497 W	USA:california,Palo Alto	missing	missing	air
SRX3493192	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776793		7617.64	1	56389006	15450864160	xinexpo75_I12	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399822	2018-09-20 00:09:51	2017-12-21 00:17:07	56389006	15450864160	56389006	274	7617	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399822.sralite.1	xinexpo75_I12	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216168	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	18C531FC1A84E64157D655843CB69699	C5D2B056BF3315008ABC4F90F9EC7B3E	public	2017-12-20T15:50:16.240	2018-09-20T00:00:00.000	2021-02-28T05:15:16.476	51	air filter	2016-03-07	478	RNA	air filter	37.40988969 N 122.1593497 W	USA:california,Palo Alto	missing	missing	air
SRX3493193	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776795		6203.74	1	47801431	13945710584	xinexpo52_I5	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399821	2018-09-20 00:09:51	2017-12-21 08:54:39	47801431	13945710584	47801431	291	6203	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399821.sralite.1	xinexpo52_I5	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216167	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	9674E359FF2D57FF6675F0D4E2498DCF	D18B81F4ECA85DDD98898CDFC386BFBD	public	2017-12-20T15:50:16.223	2018-09-20T00:00:00.000	2021-02-28T05:15:16.456	6	air filter	2016-03-07	477	RNA	air filter	37.4852152 N 122.2363548 W	USA:california,Redwood City	missing	missing	air
SRX3493194	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776797		5814.99	1	39426672	11345520913	xinexpo62_I6	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399820	2018-09-20 00:09:51	2017-12-21 01:12:36	39426672	11345520913	39426672	287	5814	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399820.sralite.1	xinexpo62_I6	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216166	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	432964443F37D79B2434987AF84036A8	46295EBCEF4758E7D764D27A2149CB59	public	2017-12-20T15:50:16.210	2018-09-20T00:00:00.000	2021-02-28T05:15:16.436	13	air filter	2016-03-02	476	RNA	air filter	29.751062 N 95.360168 W	USA:texas,Houston	missing	missing	air
SRX3493195	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776794		5450.43	1	37595781	10518526992	xinexpo74_I15	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399819	2018-09-20 00:09:51	2017-12-21 01:27:02	37595781	10518526992	37595781	279	5450	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399819.sralite.1	xinexpo74_I15	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216165	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	FCFBB16E75BF45B43CEFBD62FDBA4374	C413EDBF4BA92AA86200870C31A0C1D5	public	2017-12-20T15:50:16.193	2018-09-20T00:00:00.000	2021-02-28T05:15:16.416	51	air filter	2016-02-29	475	RNA	air filter	37.40988969 N 122.1593497 W	USA:california,Palo Alto	missing	missing	air
SRX3493182	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776785		5433.96	1	37816151	10347975310	xinexpo70_I6	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399832	2018-09-20 00:09:50	2017-12-21 01:36:55	37816151	10347975310	37816151	273	5433	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/399/SRR6399832.sralite.1	xinexpo70_I6	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216164	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	9AACDBFA4F5D473106451BCAF72D02EC	0358779DD416E67C1F3E37F9D5BE6A35	public	2017-12-20T15:50:16.176	2018-09-20T00:00:00.000	2021-02-28T05:15:16.395	1466	air filter	2016-02-27	474	RNA	air filter	45.680806 N 111.03612 W	USA:montana,Bozeman	missing	missing	air
SRX3493183	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776784		6596.35	1	54903627	16131495072	xinexpo22_I15	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399831	2018-09-20 00:09:50	2017-12-21 01:42:36	54903627	16131495072	54903627	293	6596	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399831.sralite.1	xinexpo22_I15	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216163	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	9E7429AA60F9F878B52B787A91F7A688	6D81554F96E5926BD0F9D69D078D5CA7	public	2017-12-20T15:50:16.163	2018-09-20T00:00:00.000	2021-02-28T05:15:16.374	14	air filter	2016-02-26	473	RNA	air filter	29.7604267 N 95.3698028 W	USA:texas,Houston	missing	missing	air
SRX3493198	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776798		7863.12	1	57985595	16946240307	xinexpo56_I12	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399815	2018-09-20 00:09:51	2017-12-21 00:10:53	57985595	16946240307	57985595	292	7863	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/399/SRR6399815.sralite.1	xinexpo56_I12	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216162	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	4E2DF336094AB983A67E9D81D86E96F4	7C763CCD609532F19C70A94B6A40F17F	public	2017-12-20T15:50:16.146	2018-09-20T00:00:00.000	2021-02-28T05:15:16.354	51	air filter	2016-02-25	472	RNA	air filter	37.40988969 N 122.1593497 W	USA:california,Palo Alto	missing	missing	air
SRX3493199	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776805		9509.29	1	64912452	18309406079	xinexpo74_I12	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399814	2018-09-20 00:09:51	2017-12-21 00:09:18	64912452	18309406079	64912452	282	9509	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399814.sralite.1	xinexpo74_I12	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216161	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	0A74A41CFCE86A89667BD85270E5CF52	06349433F3BDBBFF464985367343B92C	public	2017-12-20T15:50:16.126	2018-09-20T00:00:00.000	2021-02-28T05:15:16.333	51	air filter	2016-02-23	471	RNA	air filter	37.40988969 N 122.1593497 W	USA:california,Palo Alto	missing	missing	air
SRX3493017	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776617		7930.87	1	55046159	15379232106	xinexpo74_I6	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399997	2018-09-20 00:09:46	2017-12-21 03:16:17	55046159	15379232106	55046159	279	7930	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399997.sralite.1	xinexpo74_I6	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216160	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	A49AAF25F761F5EC7234BE4984DFD4DB	A0ABB85CC1DA2DB557B2EF4CF09F4B25	public	2017-12-20T15:50:16.090	2018-09-20T00:00:00.000	2021-02-28T05:15:16.311	51	air filter	2016-02-21	470	RNA	air filter	37.40988969 N 122.1593497 W	USA:california,Palo Alto	missing	missing	air
SRX3493016	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776616		9337.98	1	71434855	20670554795	xinexpo51_I15	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399998	2018-09-20 00:09:46	2017-12-21 03:36:39	71434855	20670554795	71434855	289	9337	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399998.sralite.1	xinexpo51_I15	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216159	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	FC7CBC46FDD499334609D1EBF332C710	08F127D2FC80CB9E1704AA3215B68E18	public	2017-12-20T15:50:16.076	2018-09-20T00:00:00.000	2021-02-28T05:15:16.286	51	air filter	2016-02-18	469	RNA	air filter	37.40988969 N 122.1593497 W	USA:california,Palo Alto	missing	missing	air
SRX3493015	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776614		4801.46	1	36167922	10555465859	xinexpo56_I6	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399999	2018-09-20 00:09:46	2017-12-21 04:42:25	36167922	10555465859	36167922	291	4801	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399999.sralite.1	xinexpo56_I6	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216158	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	0E78442A5E06BB13A2D9FC70F08B6F26	F3721EC0A46EFD2EF7D35BCAAF549150	public	2017-12-20T15:50:16.060	2018-09-20T00:00:00.000	2021-02-28T05:15:16.265	51	air filter	2016-02-16	468	RNA	air filter	37.40988969 N 122.1593497 W	USA:california,Palo Alto	missing	missing	air
SRX3493014	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776615		7244.66	1	57088393	16707756520	xinexpo51_I12	WGS	METATRANSCRIPTOMIC	cDNA	SRR6400000	2018-09-20 00:09:46	2017-12-21 02:58:31	57088393	16707756520	57088393	292	7244	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/400/SRR6400000.sralite.1	xinexpo51_I12	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216157	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	C836BB973C1CEF9AC3BCFD57C9DB7EBA	64D35BA0AF7578DFAC877B1D1DE8A54D	public	2017-12-20T15:50:16.046	2018-09-20T00:00:00.000	2021-02-28T05:15:16.245	1424	air filter	2016-02-12	467	RNA	air filter	51.17311515 N 115.5629289 W	Canada:NA,Banff	missing	missing	air
SRX3493013	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776619		7295.58	1	57470115	15895279596	xinexpo32_I5	WGS	METATRANSCRIPTOMIC	cDNA	SRR6400001	2018-09-20 00:09:46	2017-12-21 21:18:08	57470115	15895279596	57470115	276	7295	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/400/SRR6400001.sralite.1	xinexpo32_I5	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216156	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	B9960A5E5F63A458CA374098F0E985C4	9C07B0077DB638E0F3EAA5A2CA6DECB1	public	2017-12-20T15:50:16.033	2018-09-20T00:00:00.000	2021-02-28T05:15:16.225	1614	air filter	2016-02-05	466	RNA	air filter	39.738968 N 104.94227 W	USA:colorado,Denver	missing	missing	air
SRX3493012	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776612		5899.23	1	47213459	13929765131	xinexpo12_I15	WGS	METATRANSCRIPTOMIC	cDNA	SRR6400002	2018-09-20 00:09:46	2017-12-21 04:44:03	47213459	13929765131	47213459	295	5899	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/400/SRR6400002.sralite.1	xinexpo12_I15	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216155	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	8EBCA2376C6E86B8C33BD99702A09D63	4AB79E5F6E7C26AAF0DC503C46108E84	public	2017-12-20T15:50:16.020	2018-09-20T00:00:00.000	2021-02-28T05:15:16.204	51	air filter	2016-02-05	465	RNA	air filter	37.40988969 N 122.1593497 W	USA:california,Palo Alto	missing	missing	air
