"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX3493116","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776716","","6505.29","1","53675409","15661279738","xinexpo08_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493115","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776719","","7555.62","1","57556116","16858188236","xinexpo40_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493114","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776714","","3401.72","1","28062400","8241240625","xinexpo14_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493113","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776715","","6582.82","1","50837734","14951133296","xinexpo06_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493112","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776710","","5319.24","1","42940560","12647434736","xinexpo30_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493111","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776713","","4885.42","1","39304023","11532546690","xinexpo16_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493110","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776712","","2973.34","1","23596162","6950550617","xinexpo18_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493109","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776707","","6401.18","1","52062627","15377131633","xinexpo27_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493108","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776708","","5689.06","1","45591003","13383941674","xinexpo09_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493107","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776709","","5569.34","1","41628429","12241976380","xinexpo42_I5","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493106","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776711","","5741.66","1","48744455","14346848114","xinexpo23_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493105","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776706","","5657.68","1","44200347","13038210023","xinexpo11_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493104","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776701","","3938.74","1","31727799","9363401232","xinexpo15_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493103","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776826","","5174.92","1","43203741","12596555277","xinexpo35_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493102","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776704","","5409.45","1","44000870","12998779513","xinexpo19_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493101","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776702","","6583.89","1","48024354","13791636422","xinexpo41_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493100","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776703","","4172.05","1","32687513","9640002637","xinexpo33_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493099","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776697","","7518.99","1","58739751","17343409925","chaoexpo42_I15","WGS","METAGENOMIC","MDA"
"SRX3493098","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776705","","11920.86","1","88931267","26166657795","chaoexpo46_I5","WGS","METAGENOMIC","MDA"
"SRX3493097","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776696","","6855.96","1","52770541","15644833390","chaoexpo42_I12","WGS","METAGENOMIC","MDA"
"SRX3493096","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776698","","10573.23","1","82230985","24441275422","chaoexpo42_I6","WGS","METAGENOMIC","MDA"
"SRX3493095","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776699","","9860.97","1","83399252","24792076386","chaoexpo24_I5","WGS","METAGENOMIC","MDA"
"SRX3493094","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776700","","3972.36","1","30887711","8893987525","chaoexpo06_I5","WGS","METAGENOMIC","MDA"
"SRX3493093","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776694","","6864.99","1","51734347","14796795407","chaoexpo07_I12","WGS","METAGENOMIC","MDA"
"SRX3493092","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776693","","6155.93","1","45192642","13328703177","chaoexpo16_I5","WGS","METAGENOMIC","MDA"
"SRX3493091","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776695","","9841.41","1","91542497","26239448618","chaoexpo39_I6","WGS","METAGENOMIC","MDA"
"SRX3493090","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776692","","12160.73","1","97905529","28800808655","chaoexpo46_I6","WGS","METAGENOMIC","MDA"
"SRX3493089","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776691","","11149.36","1","82334958","24162743151","chaoexpo37_I12","WGS","METAGENOMIC","MDA"
"SRX3493088","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776689","","8408.89","1","86067799","25258193120","chaoexpo37_I6","WGS","METAGENOMIC","MDA"
"SRX3493087","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776690","","2982.98","1","24082418","7167009886","chaoexpo45_I6","WGS","METAGENOMIC","MDA"
"SRX3493086","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776687","","3968.67","1","29560040","8530300618","chaoexpo41_I6","WGS","METAGENOMIC","MDA"
"SRX3493085","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776688","","6528.44","1","51371642","15133709478","chaoexpo19_I6","WGS","METAGENOMIC","MDA"
"SRX3493084","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776682","","9518.47","1","77235055","22405990449","chaoexpo13_I6","WGS","METAGENOMIC","MDA"
"SRX3493083","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776684","","7422.15","1","59813063","17191267482","chaoexpo05_I6","WGS","METAGENOMIC","MDA"
"SRX3493082","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776685","","11056.37","1","90143522","26557529492","chaoexpo25_I6","WGS","METAGENOMIC","MDA"
"SRX3493081","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776686","","9882.68","1","78320288","23190306649","chaoexpo75_I5","WGS","METAGENOMIC","MDA"
"SRX3493080","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776680","","11497.18","1","93650728","27646601508","chaoexpo33_I6","WGS","METAGENOMIC","MDA"
"SRX3493079","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776683","","3456.42","1","29511649","8767470323","chaoexpo45_I12","WGS","METAGENOMIC","MDA"
"SRX3493078","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776681","","7895.88","1","61087881","18110435757","chaoexpo62_I12","WGS","METAGENOMIC","MDA"
"SRX3493077","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776679","","7876.59","1","61561191","18055686728","chaoexpo64_I12","WGS","METAGENOMIC","MDA"
"SRX3493076","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776676","","7940.63","1","65655347","19410522639","chaoexpo73_I5","WGS","METAGENOMIC","MDA"
"SRX3493075","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776678","","6973.36","1","51995194","15092515050","chaoexpo52_I5","WGS","METAGENOMIC","MDA"
"SRX3493074","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776677","","11559.73","1","86927884","25688090573","chaoexpo48_I15","WGS","METAGENOMIC","MDA"
"SRX3493073","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776675","","8364.95","1","63082332","18341845768","xinexpo54_I5","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493072","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776674","","4867.21","1","37531116","10878969374","xinexpo40_I5","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493071","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776673","","5470.11","1","41234377","11130978813","xinexpo77_I5","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493070","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776672","","5909.13","1","54752384","15905772149","chaoexpo65_I15","WGS","METAGENOMIC","MDA"
"SRX3493069","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776669","","8144.63","1","60933746","17926414413","chaoexpo69_I15","WGS","METAGENOMIC","MDA"
"SRX3493068","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776671","","8497.41","1","65482485","19189370175","chaoexpo65_I12","WGS","METAGENOMIC","MDA"
"SRX3493067","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776670","","7469.01","1","59946693","17773420052","chaoexpo78_I6","WGS","METAGENOMIC","MDA"
"SRX3493066","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776664","","8195.97","1","65572125","19462924009","chaoexpo78_I5","WGS","METAGENOMIC","MDA"
"SRX3493065","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776668","","8009.42","1","62946818","18660000153","chaoexpo69_I12","WGS","METAGENOMIC","MDA"
"SRX3493064","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776663","","8184.59","1","63980105","18764314326","chaoexpo65_I6","WGS","METAGENOMIC","MDA"
"SRX3493063","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776666","","7134.43","1","55086980","16288995588","chaoexpo69_I6","WGS","METAGENOMIC","MDA"
"SRX3493062","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776667","","7977.26","1","61585750","18280662223","chaoexpo48_I5","WGS","METAGENOMIC","MDA"
"SRX3493061","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776665","","11655.66","1","94139119","27690087255","chaoexpo50_I15","WGS","METAGENOMIC","MDA"
"SRX3493060","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776660","","8845.96","1","85324742","25184688281","chaoexpo55_I5","WGS","METAGENOMIC","MDA"
"SRX3493059","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776662","","10136.58","1","97717761","28156587204","chaoexpo50_I12","WGS","METAGENOMIC","MDA"
"SRX3493058","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776661","","8962.22","1","76709013","22832741720","chaoexpo54_I12","WGS","METAGENOMIC","MDA"
"SRX3493057","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776658","","11192.13","1","94582231","28072065761","chaoexpo54_I15","WGS","METAGENOMIC","MDA"
"SRX3493056","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776659","","7688.45","1","57091780","16879289337","chaoexpo77_I6","WGS","METAGENOMIC","MDA"
"SRX3493055","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776657","","8007.98","1","59794573","17638365809","chaoexpo77_I5","WGS","METAGENOMIC","MDA"
"SRX3493054","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776656","","4865.9","1","39985586","11595667326","xinexpo34_I5","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493053","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776653","","4826.77","1","39241419","10614814860","xinexpo02_I5","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493052","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776655","","6878.84","1","55798793","16235998628","xinexpo38_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493051","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776649","","5885.29","1","48904833","14447755661","xinexpo36_I5","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493050","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776651","","5625.59","1","44783876","13299224714","xinexpo04_I5","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493049","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776650","","6240.13","1","50270158","14874471593","xinexpo27_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493048","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776648","","3285.04","1","26129614","7705420453","xinexpo18_I5","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493047","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776654","","4220.46","1","35773953","10555361103","xinexpo20_I5","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493046","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776646","","3958.38","1","28049302","8161523576","xinexpo57_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493045","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776645","","5067.98","1","41566604","11981651706","xinexpo30_I5","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493044","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776647","","5784.21","1","45277290","13268601765","xinexpo39_I5","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493043","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776641","","7462.22","1","58436481","16489364862","xinexpo52_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493042","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776644","","6846.41","1","53165809","15602180470","chaoexpo78_I15","WGS","METAGENOMIC","MDA"
"SRX3493041","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776643","","9126.74","1","77746650","23139038930","chaoexpo44_I15","WGS","METAGENOMIC","MDA"
"SRX3493040","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776642","","9174.88","1","82746277","24352285608","chaoexpo56_I5","WGS","METAGENOMIC","MDA"
"SRX3493039","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776638","","6764.32","1","48467561","14339600943","xinexpo32_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493038","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776640","","5168.15","1","35486492","10165767467","xinexpo69_I5","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493037","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776639","","9834.26","1","73169555","21391125815","chaoexpo51_I6","WGS","METAGENOMIC","MDA"
"SRX3493036","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776636","","3124.33","1","26119119","7663683592","xinexpo14_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493035","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776637","","5918.99","1","43323887","12422955968","xinexpo64_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493034","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776633","","5901.76","1","43034221","11530693231","xinexpo73_I5","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493033","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776632","","6034.61","1","43350718","11937810510","xinexpo72_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493032","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776634","","8483.84","1","60594906","17007117905","xinexpo73_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493031","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776635","","6733.52","1","50238030","13470323455","xinexpo73_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493030","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776631","","5017.04","1","33537674","9476979489","xinexpo68_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493029","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776629","","7959.85","1","59049120","16989215237","xinexpo32_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493028","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776630","","8787.15","1","75329432","22361256619","chaoexpo25_I15","WGS","METAGENOMIC","MDA"
"SRX3493027","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776628","","8334.69","1","65761162","19137259446","chaoexpo13_I12","WGS","METAGENOMIC","MDA"
"SRX3493026","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776626","","9685.97","1","79460566","23571882714","chaoexpo21_I6","WGS","METAGENOMIC","MDA"
"SRX3493025","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776627","","8471.91","1","69707244","20779491232","chaoexpo01_I12","WGS","METAGENOMIC","MDA"
"SRX3493024","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776623","","6319.27","1","50903455","15060637485","chaoexpo15_I12","WGS","METAGENOMIC","MDA"
"SRX3493023","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776624","","10410","1","87601846","26104614348","chaoexpo25_I12","WGS","METAGENOMIC","MDA"
"SRX3493022","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776625","","8754.41","1","75377399","21975972388","chaoexpo03_I15","WGS","METAGENOMIC","MDA"
"SRX3493021","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776622","","10005.28","1","75833003","21822155283","chaoexpo07_I6","WGS","METAGENOMIC","MDA"
"SRX3493020","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776618","","9848.93","1","77322943","22700734522","chaoexpo19_I15","WGS","METAGENOMIC","MDA"
"SRX3493019","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776620","","7955.41","1","70182003","20452703127","chaoexpo03_I12","WGS","METAGENOMIC","MDA"
"SRX3493018","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776621","","5054.21","1","40164949","11416024319","xinexpo24_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493017","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776617","","7930.87","1","55046159","15379232106","xinexpo74_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493016","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776616","","9337.98","1","71434855","20670554795","xinexpo51_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493015","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776614","","4801.46","1","36167922","10555465859","xinexpo56_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493014","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776615","","7244.66","1","57088393","16707756520","xinexpo51_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493013","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776619","","7295.58","1","57470115","15895279596","xinexpo32_I5","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493012","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776612","","5899.23","1","47213459","13929765131","xinexpo12_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493011","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776610","","3629.06","1","30438662","8956092951","xinexpo14_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493010","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776609","","5639.46","1","46120582","13606807219","xinexpo28_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493009","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776611","","6962.28","1","53282352","15506865626","xinexpo44_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493008","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776607","","9141.24","1","67979767","19724380713","xinexpo56_I5","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493007","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776606","","6082.3","1","46537828","13519259804","xinexpo47_I5","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493006","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776608","","6013.95","1","49695655","14606948880","xinexpo36_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3493005","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776604","","7127.25","1","54688628","16090470493","xinexpo03_I6","WGS","METATRANSCRIPTOMIC","cDNA"
